do 9 apr 2020 15:45:03 CEST , 12 Beschikbaar , 7 Bellers , 9 Chatters , 4 Bezet , 80 Offline
do 9 apr 2020 16:00:02 CEST , 13 Beschikbaar , 8 Bellers , 9 Chatters , 3 Bezet , 80 Offline
do 9 apr 2020 16:15:02 CEST , 9 Beschikbaar , 6 Bellers , 6 Chatters , 6 Bezet , 81 Offline
do 9 apr 2020 16:30:01 CEST , 9 Beschikbaar , 5 Bellers , 6 Chatters , 6 Bezet , 81 Offline
do 9 apr 2020 16:45:02 CEST , 11 Beschikbaar , 7 Bellers , 6 Chatters , 7 Bezet , 78 Offline
do 9 apr 2020 17:00:02 CEST , 7 Beschikbaar , 4 Bellers , 4 Chatters , 9 Bezet , 80 Offline
do 9 apr 2020 17:15:02 CEST , 9 Beschikbaar , 5 Bellers , 6 Chatters , 6 Bezet , 81 Offline
do 9 apr 2020 17:30:01 CEST , 6 Beschikbaar , 3 Bellers , 5 Chatters , 5 Bezet , 85 Offline
do 9 apr 2020 17:45:02 CEST , 6 Beschikbaar , 2 Bellers , 6 Chatters , 4 Bezet , 86 Offline
do 9 apr 2020 18:00:02 CEST , 7 Beschikbaar , 4 Bellers , 6 Chatters , 4 Bezet , 85 Offline
do 9 apr 2020 18:15:01 CEST , 7 Beschikbaar , 3 Bellers , 6 Chatters , 6 Bezet , 83 Offline
do 9 apr 2020 18:30:02 CEST , 6 Beschikbaar , 2 Bellers , 6 Chatters , 7 Bezet , 83 Offline
do 9 apr 2020 18:45:02 CEST , 7 Beschikbaar , 2 Bellers , 7 Chatters , 6 Bezet , 83 Offline
do 9 apr 2020 19:00:01 CEST , 7 Beschikbaar , 4 Bellers , 6 Chatters , 7 Bezet , 82 Offline
do 9 apr 2020 19:15:02 CEST , 7 Beschikbaar , 3 Bellers , 7 Chatters , 7 Bezet , 82 Offline
do 9 apr 2020 19:30:02 CEST , 9 Beschikbaar , 5 Bellers , 8 Chatters , 7 Bezet , 80 Offline
do 9 apr 2020 19:45:02 CEST , 12 Beschikbaar , 7 Bellers , 11 Chatters , 6 Bezet , 78 Offline
